"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"157694s",0.917,0.907,0.892,0.924,0.899,0.867,0.9,0.874,0.919,0,0.378,0.407,0.521,0.571,0.674,0.822,0.822,0.807,0.642,0.695,0.711,0,0.407,0.443,0.523,0.455,0.311,0.52,0.679,0.517,0.508,0.518,0.515,0,0.421,0.429,0.215,0.453,0.517,0.275,0.264,0.366,0.634,0.458,0.254,0,0.413,1.043,0.099,0.19,0.06,0.15,0.248,0.308,0.135,0.00600000000000001,0.015,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.00900000000000001,0.004,0.004,0,0.387,0.415,0.00700000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.472,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.335,0.855
"158712s",0.92,0.908,0.893,0.926,0.901,0.868,0.902,0.874,0.92,0,0.378,0.407,0.515,0.571,0.672,0.823,0.822,0.808,0.642,0.695,0.71,0,0.408,0.443,0.521,0.454,0.31,0.52,0.681,0.519,0.508,0.519,0.513,0,0.421,0.429,0.217,0.47,0.527,0.276,0.265,0.368,0.641,0.468,0.254,0,0.412,1.043,0.098,0.195,0.062,0.152,0.249,0.311,0.136,0.00600000000000001,0.016,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.00900000000000001,0.004,0.004,0,0.386,0.412,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.473,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.335,0.853
"159730s",0.92,0.908,0.893,0.926,0.902,0.869,0.902,0.874,0.92,0,0.379,0.408,0.515,0.568,0.67,0.823,0.822,0.808,0.642,0.693,0.707,0,0.409,0.444,0.526,0.455,0.311,0.522,0.681,0.519,0.505,0.517,0.508,0,0.42,0.429,0.223,0.492,0.542,0.278,0.267,0.371,0.644,0.472,0.251,0,0.411,1.042,0.098,0.2,0.063,0.153,0.25,0.316,0.138,0.00600000000000001,0.018,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.00900000000000001,0.004,0.004,0,0.386,0.409,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.474,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.334,0.852
"160748s",0.921,0.907,0.892,0.925,0.902,0.868,0.9,0.873,0.918,0,0.379,0.408,0.528,0.581,0.667,0.824,0.824,0.809,0.64,0.695,0.708,0,0.41,0.443,0.513,0.451,0.306,0.52,0.684,0.519,0.507,0.518,0.51,0,0.419,0.431,0.22,0.502,0.54,0.273,0.262,0.371,0.651,0.49,0.255,0,0.408,1.042,0.097,0.204,0.063,0.153,0.251,0.316,0.139,0.00600000000000001,0.02,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.01,0.004,0.004,0,0.387,0.409,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.475,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.335,0.851
"161766s",0.925,0.908,0.895,0.927,0.904,0.871,0.902,0.873,0.919,0,0.379,0.408,0.529,0.58,0.666,0.827,0.828,0.814,0.644,0.696,0.708,0,0.412,0.445,0.519,0.45,0.314,0.528,0.687,0.521,0.5,0.509,0.503,0,0.418,0.429,0.224,0.532,0.56,0.277,0.266,0.371,0.653,0.493,0.256,0,0.409,1.042,0.097,0.207,0.065,0.154,0.253,0.32,0.14,0.00600000000000001,0.023,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.01,0.004,0.004,0,0.387,0.404,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.476,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.335,0.85
"162784s",0.925,0.909,0.896,0.929,0.906,0.873,0.905,0.875,0.921,0,0.379,0.409,0.525,0.576,0.665,0.828,0.828,0.814,0.647,0.697,0.708,0,0.413,0.446,0.515,0.452,0.316,0.528,0.687,0.524,0.501,0.51,0.501,0,0.418,0.429,0.23,0.551,0.574,0.279,0.268,0.377,0.658,0.503,0.259,0,0.407,1.041,0.096,0.207,0.066,0.156,0.255,0.325,0.141,0.00600000000000001,0.025,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.01,0.004,0.004,0,0.39,0.404,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.477,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.332,0.849
"163802s",0.928,0.91,0.895,0.933,0.908,0.875,0.903,0.873,0.919,0,0.38,0.409,0.539,0.586,0.659,0.831,0.83,0.816,0.645,0.694,0.703,0,0.413,0.447,0.532,0.446,0.32,0.534,0.693,0.525,0.49,0.503,0.489,0,0.419,0.428,0.235,0.58,0.583,0.281,0.268,0.37,0.648,0.494,0.253,0,0.407,1.041,0.096,0.208,0.067,0.157,0.255,0.32,0.14,0.005,0.028,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.002,0.001,0.005,0.011,0.004,0.004,0,0.389,0.403,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.478,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.333,0.848
"164820s",0.929,0.911,0.896,0.932,0.908,0.875,0.903,0.874,0.919,0,0.379,0.409,0.537,0.587,0.661,0.832,0.832,0.817,0.647,0.694,0.703,0,0.415,0.447,0.521,0.444,0.317,0.535,0.694,0.525,0.494,0.505,0.491,0,0.42,0.429,0.232,0.587,0.59,0.28,0.268,0.377,0.657,0.511,0.256,0,0.406,1.039,0.095,0.208,0.068,0.158,0.257,0.328,0.141,0.00600000000000001,0.03,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.011,0.004,0.004,0,0.387,0.4,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.478,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.332,0.848
"165838s",0.928,0.911,0.897,0.933,0.911,0.876,0.906,0.877,0.922,0,0.38,0.41,0.532,0.584,0.661,0.832,0.833,0.819,0.65,0.695,0.704,0,0.416,0.448,0.518,0.449,0.321,0.537,0.695,0.53,0.498,0.508,0.491,0,0.42,0.43,0.238,0.6,0.603,0.282,0.27,0.382,0.663,0.522,0.26,0,0.405,1.04,0.092,0.21,0.07,0.16,0.259,0.334,0.143,0.00600000000000001,0.032,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.011,0.004,0.004,0,0.388,0.4,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.48,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.329,0.846
"166856s",0.929,0.912,0.898,0.935,0.912,0.877,0.908,0.877,0.923,0,0.38,0.41,0.529,0.581,0.657,0.833,0.834,0.821,0.652,0.693,0.702,0,0.417,0.448,0.514,0.45,0.323,0.539,0.696,0.533,0.497,0.507,0.489,0,0.418,0.43,0.241,0.61,0.613,0.283,0.271,0.384,0.664,0.531,0.261,0,0.403,1.037,0.091,0.212,0.071,0.161,0.26,0.338,0.144,0.00600000000000001,0.034,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00800000000000001,0.003,0.002,0.005,0.012,0.004,0.004,0,0.389,0.397,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.481,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.327,0.846
"167875s",0.928,0.911,0.898,0.935,0.912,0.878,0.908,0.877,0.923,0,0.381,0.411,0.528,0.58,0.653,0.833,0.833,0.821,0.652,0.69,0.699,0,0.417,0.449,0.511,0.447,0.323,0.541,0.696,0.533,0.495,0.505,0.487,0,0.419,0.43,0.243,0.622,0.621,0.284,0.272,0.388,0.668,0.541,0.264,0,0.403,1.037,0.089,0.213,0.071,0.162,0.261,0.342,0.145,0.00600000000000001,0.036,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00900000000000001,0.003,0.002,0.005,0.012,0.004,0.004,0,0.389,0.398,0.00600000000000001,0.011,0.00900000000000001,0.002,0.004,0.002,0.005,0.005,0.004,0,0.482,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.326,0.844
"168893s",0.929,0.912,0.899,0.938,0.915,0.88,0.908,0.878,0.923,0,0.38,0.41,0.534,0.585,0.649,0.835,0.836,0.824,0.653,0.691,0.7,0,0.418,0.45,0.512,0.448,0.324,0.544,0.7,0.537,0.493,0.501,0.485,0,0.419,0.429,0.248,0.634,0.629,0.286,0.274,0.389,0.668,0.55,0.266,0,0.401,1.036,0.087,0.215,0.072,0.163,0.263,0.345,0.147,0.00600000000000001,0.038,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00900000000000001,0.003,0.002,0.005,0.013,0.004,0.004,0,0.389,0.399,0.00600000000000001,0.011,0.00900000000000001,0.003,0.004,0.002,0.005,0.005,0.004,0,0.483,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.326,0.844
"169910s",0.929,0.912,0.899,0.938,0.916,0.881,0.909,0.878,0.923,0,0.381,0.411,0.535,0.585,0.647,0.837,0.838,0.826,0.654,0.691,0.7,0,0.419,0.451,0.512,0.446,0.325,0.547,0.703,0.539,0.492,0.499,0.483,0,0.419,0.43,0.251,0.643,0.637,0.288,0.276,0.392,0.67,0.558,0.268,0,0.401,1.035,0.085,0.216,0.074,0.165,0.265,0.349,0.147,0.005,0.04,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.00900000000000001,0.003,0.002,0.005,0.013,0.004,0.004,0,0.389,0.398,0.00600000000000001,0.011,0.00900000000000001,0.002,0.004,0.002,0.005,0.005,0.004,0,0.484,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.324,0.843
"170928s",0.929,0.913,0.901,0.939,0.918,0.881,0.909,0.879,0.924,0,0.38,0.411,0.533,0.585,0.645,0.838,0.839,0.827,0.656,0.691,0.7,0,0.42,0.451,0.51,0.441,0.324,0.549,0.705,0.542,0.491,0.498,0.48,0,0.42,0.43,0.249,0.649,0.644,0.288,0.276,0.393,0.67,0.565,0.269,0,0.398,1.033,0.082,0.218,0.075,0.166,0.267,0.353,0.148,0.00600000000000001,0.042,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.00900000000000001,0.003,0.002,0.005,0.014,0.004,0.004,0,0.39,0.395,0.00600000000000001,0.011,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.485,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.324,0.842
"171946s",0.929,0.913,0.9,0.94,0.918,0.882,0.91,0.878,0.924,0,0.381,0.411,0.531,0.583,0.642,0.838,0.839,0.828,0.657,0.69,0.699,0,0.421,0.452,0.506,0.439,0.323,0.55,0.705,0.542,0.489,0.498,0.479,0,0.419,0.431,0.251,0.658,0.654,0.289,0.278,0.397,0.674,0.576,0.272,0,0.398,1.033,0.08,0.22,0.075,0.168,0.269,0.358,0.15,0.00600000000000001,0.044,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.00900000000000001,0.003,0.002,0.005,0.015,0.004,0.004,0,0.391,0.395,0.00600000000000001,0.011,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.486,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.321,0.841
"172964s",0.93,0.914,0.902,0.941,0.92,0.882,0.91,0.88,0.924,0,0.38,0.411,0.54,0.589,0.641,0.839,0.841,0.83,0.657,0.692,0.699,0,0.423,0.453,0.509,0.439,0.325,0.553,0.708,0.546,0.487,0.494,0.474,0,0.42,0.431,0.255,0.667,0.66,0.291,0.279,0.398,0.674,0.584,0.275,0,0.396,1.032,0.079,0.223,0.077,0.169,0.27,0.362,0.151,0.005,0.046,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.01,0.003,0.002,0.005,0.015,0.004,0.004,0,0.39,0.393,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.487,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.321,0.84
"173982s",0.93,0.914,0.902,0.942,0.921,0.884,0.911,0.88,0.925,0,0.38,0.41,0.536,0.584,0.64,0.84,0.841,0.831,0.659,0.69,0.696,0,0.424,0.454,0.504,0.437,0.325,0.555,0.708,0.546,0.485,0.493,0.472,0,0.419,0.432,0.254,0.671,0.667,0.292,0.281,0.402,0.677,0.593,0.278,0,0.395,1.03,0.078,0.224,0.077,0.171,0.273,0.367,0.151,0.005,0.048,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.01,0.003,0.002,0.005,0.016,0.004,0.004,0,0.39,0.391,0.00600000000000001,0.011,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.487,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.319,0.839
"175000s",0.931,0.915,0.903,0.944,0.923,0.885,0.911,0.881,0.925,0,0.38,0.411,0.543,0.589,0.638,0.842,0.843,0.832,0.659,0.692,0.697,0,0.425,0.455,0.505,0.437,0.327,0.557,0.711,0.55,0.483,0.489,0.469,0,0.42,0.432,0.26,0.679,0.673,0.294,0.282,0.403,0.678,0.602,0.281,0,0.393,1.029,0.078,0.227,0.079,0.172,0.275,0.372,0.152,0.005,0.049,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.01,0.003,0.001,0.005,0.017,0.004,0.004,0,0.391,0.391,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.488,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.318,0.838
"176018s",0.931,0.914,0.902,0.945,0.924,0.885,0.91,0.88,0.924,0,0.379,0.41,0.546,0.59,0.638,0.843,0.844,0.835,0.66,0.691,0.695,0,0.426,0.456,0.505,0.437,0.329,0.561,0.714,0.554,0.482,0.487,0.464,0,0.42,0.433,0.262,0.685,0.677,0.296,0.283,0.405,0.678,0.609,0.285,0,0.391,1.028,0.078,0.23,0.08,0.174,0.278,0.376,0.152,0.005,0.051,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.01,0.003,0.002,0.005,0.018,0.004,0.004,0,0.392,0.391,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.489,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.317,0.837
"177036s",0.933,0.915,0.903,0.945,0.925,0.887,0.912,0.881,0.925,0,0.38,0.411,0.545,0.587,0.635,0.844,0.844,0.835,0.66,0.688,0.691,0,0.426,0.456,0.503,0.435,0.329,0.563,0.714,0.554,0.478,0.486,0.462,0,0.419,0.433,0.262,0.688,0.68,0.297,0.284,0.407,0.678,0.616,0.286,0,0.39,1.027,0.077,0.232,0.081,0.176,0.28,0.378,0.153,0.005,0.053,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.011,0.003,0.002,0.005,0.019,0.004,0.004,0,0.391,0.388,0.00600000000000001,0.01,0.00800000000000001,0.002,0.004,0.002,0.005,0.005,0.004,0,0.489,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.317,0.837
"178054s",0.935,0.916,0.902,0.946,0.926,0.888,0.911,0.88,0.924,0,0.379,0.41,0.55,0.59,0.635,0.846,0.847,0.837,0.66,0.688,0.69,0,0.428,0.457,0.503,0.434,0.328,0.566,0.717,0.557,0.476,0.484,0.461,0,0.42,0.433,0.264,0.692,0.683,0.298,0.285,0.409,0.679,0.622,0.289,0,0.389,1.026,0.077,0.234,0.082,0.177,0.282,0.382,0.153,0.005,0.055,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.011,0.003,0.001,0.005,0.02,0.004,0.004,0,0.39,0.388,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.49,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.315,0.835
"179072s",0.936,0.916,0.901,0.949,0.928,0.89,0.91,0.88,0.923,0,0.382,0.411,0.564,0.599,0.63,0.847,0.848,0.837,0.656,0.685,0.685,0,0.429,0.458,0.51,0.429,0.33,0.569,0.719,0.557,0.467,0.475,0.452,0,0.421,0.433,0.266,0.697,0.683,0.298,0.284,0.402,0.671,0.615,0.288,0,0.388,1.025,0.077,0.238,0.083,0.178,0.283,0.378,0.153,0.005,0.056,0,0.00600000000000001,0.00700000000000001,0.00700000000000001,0.00800000000000001,0.011,0.001,0.001,0.004,0.021,0.003,0.003,0,0.392,0.384,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.493,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.316,0.836
"180090s",0.939,0.917,0.902,0.95,0.929,0.89,0.91,0.88,0.923,0,0.38,0.41,0.573,0.604,0.633,0.851,0.853,0.841,0.657,0.685,0.686,0,0.43,0.459,0.511,0.43,0.332,0.575,0.724,0.562,0.464,0.476,0.447,0,0.421,0.433,0.269,0.7,0.685,0.301,0.287,0.407,0.672,0.623,0.291,0,0.386,1.025,0.077,0.241,0.085,0.181,0.286,0.384,0.152,0.005,0.057,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.012,0.002,0.001,0.005,0.023,0.004,0.004,0,0.388,0.385,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.492,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.314,0.833
"181108s",0.937,0.916,0.902,0.95,0.93,0.891,0.91,0.88,0.923,0,0.379,0.411,0.562,0.595,0.633,0.85,0.852,0.842,0.657,0.682,0.684,0,0.429,0.46,0.502,0.428,0.329,0.573,0.724,0.563,0.466,0.478,0.449,0,0.421,0.435,0.268,0.696,0.687,0.3,0.286,0.412,0.674,0.632,0.293,0,0.385,1.025,0.076,0.243,0.086,0.183,0.286,0.389,0.153,0.005,0.059,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.013,0.002,0.001,0.005,0.024,0.004,0.004,0,0.389,0.383,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.493,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.313,0.833
"182125s",0.939,0.919,0.905,0.953,0.932,0.893,0.913,0.883,0.926,0,0.38,0.412,0.56,0.593,0.634,0.852,0.853,0.843,0.656,0.682,0.684,0,0.431,0.46,0.501,0.429,0.326,0.572,0.726,0.566,0.467,0.478,0.45,0,0.421,0.435,0.27,0.695,0.692,0.302,0.288,0.415,0.678,0.638,0.296,0,0.384,1.024,0.075,0.246,0.087,0.185,0.288,0.394,0.153,0.005,0.061,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.013,0.002,0.001,0.005,0.026,0.004,0.004,0,0.388,0.381,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.494,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.312,0.833
"183144s",0.937,0.917,0.903,0.953,0.933,0.893,0.913,0.881,0.924,0,0.38,0.411,0.553,0.586,0.631,0.85,0.851,0.842,0.654,0.678,0.681,0,0.432,0.462,0.498,0.425,0.32,0.57,0.725,0.565,0.463,0.475,0.45,0,0.42,0.435,0.27,0.692,0.694,0.302,0.288,0.418,0.678,0.639,0.296,0,0.383,1.023,0.075,0.248,0.087,0.186,0.288,0.399,0.155,0.005,0.063,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.014,0.003,0.002,0.005,0.028,0.004,0.004,0,0.388,0.379,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.495,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.312,0.832
"184161s",0.942,0.917,0.902,0.955,0.934,0.895,0.91,0.88,0.922,0,0.38,0.411,0.574,0.599,0.628,0.854,0.856,0.844,0.649,0.675,0.675,0,0.432,0.462,0.502,0.419,0.323,0.574,0.73,0.564,0.455,0.467,0.445,0,0.421,0.436,0.269,0.691,0.692,0.302,0.287,0.41,0.671,0.634,0.293,0,0.381,1.021,0.075,0.251,0.088,0.187,0.289,0.393,0.155,0.005,0.064,0,0.005,0.00700000000000001,0.00700000000000001,0.00900000000000001,0.014,0.001,0,0.004,0.029,0.003,0.003,0,0.388,0.378,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.495,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.311,0.831
"185180s",0.947,0.919,0.904,0.956,0.936,0.897,0.912,0.882,0.924,0,0.381,0.411,0.579,0.601,0.629,0.857,0.859,0.848,0.649,0.676,0.675,0,0.433,0.463,0.501,0.417,0.325,0.579,0.733,0.566,0.451,0.463,0.441,0,0.422,0.438,0.272,0.69,0.694,0.304,0.29,0.413,0.671,0.639,0.294,0,0.38,1.021,0.074,0.255,0.088,0.19,0.291,0.398,0.155,0.005,0.065,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.016,0.003,0.002,0.005,0.031,0.004,0.004,0,0.387,0.376,0.00600000000000001,0.01,0.00900000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.496,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.311,0.832
"186198s",0.947,0.92,0.904,0.96,0.937,0.899,0.912,0.881,0.923,0,0.381,0.412,0.585,0.602,0.627,0.858,0.861,0.849,0.646,0.674,0.672,0,0.434,0.465,0.501,0.414,0.323,0.582,0.735,0.569,0.445,0.459,0.432,0,0.422,0.438,0.276,0.691,0.693,0.307,0.291,0.409,0.666,0.634,0.289,0,0.38,1.021,0.075,0.258,0.088,0.192,0.292,0.395,0.154,0.005,0.066,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.017,0.002,0.001,0.005,0.033,0.004,0.004,0,0.389,0.375,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.498,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.31,0.831
"187215s",0.951,0.921,0.904,0.961,0.94,0.902,0.912,0.881,0.923,0,0.381,0.413,0.59,0.604,0.628,0.86,0.864,0.851,0.644,0.669,0.667,0,0.434,0.465,0.496,0.411,0.323,0.584,0.738,0.568,0.444,0.459,0.43,0,0.422,0.438,0.274,0.688,0.692,0.306,0.291,0.411,0.662,0.643,0.287,0,0.379,1.02,0.075,0.261,0.088,0.193,0.293,0.399,0.154,0.005,0.068,0,0.005,0.00700000000000001,0.00700000000000001,0.00900000000000001,0.017,0.002,0.001,0.004,0.033,0.003,0.003,0,0.389,0.375,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.499,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00600000000000001,0.002,0,0.31,0.83
"188233s",0.952,0.922,0.906,0.962,0.94,0.902,0.915,0.883,0.925,0,0.381,0.411,0.588,0.601,0.63,0.863,0.866,0.854,0.646,0.669,0.668,0,0.436,0.466,0.494,0.414,0.324,0.586,0.742,0.571,0.446,0.461,0.431,0,0.424,0.44,0.279,0.689,0.698,0.309,0.295,0.416,0.668,0.651,0.289,0,0.377,1.019,0.074,0.266,0.087,0.195,0.295,0.406,0.154,0.005,0.069,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.019,0.003,0.002,0.005,0.034,0.004,0.004,0,0.389,0.374,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.499,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.311,0.83
"189251s",0.952,0.921,0.906,0.961,0.941,0.902,0.915,0.884,0.925,0,0.38,0.411,0.576,0.59,0.631,0.862,0.866,0.855,0.647,0.666,0.668,0,0.437,0.466,0.488,0.415,0.321,0.584,0.742,0.573,0.45,0.466,0.436,0,0.424,0.441,0.279,0.682,0.702,0.309,0.296,0.423,0.675,0.661,0.291,0,0.376,1.019,0.074,0.269,0.087,0.197,0.298,0.415,0.155,0.005,0.071,0,0.005,0.00700000000000001,0.00800000000000001,0.00900000000000001,0.02,0.003,0.001,0.005,0.035,0.004,0.004,0,0.389,0.375,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.5,0.002,0.00700000000000001,0.005,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.31,0.828
